Model,Accuracy,Precision,Recall,F1
Gradient Boosting,0.7052238805970149,0.7301587301587301,0.8313253012048193,0.7774647887323943
Gradient Boosting,0.7052238805970149,0.7301587301587301,0.8313253012048193,0.7774647887323943
